Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.10","Other pome fruits","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.10","Other pome fruits","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.10","Other pome fruits","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.10","Other pome fruits","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.10","Other pome fruits","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01709.90","Other pulses n.e.c.","2018","2018","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01709.90","Other pulses n.e.c.","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01709.90","Other pulses n.e.c.","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01709.90","Other pulses n.e.c.","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1994","1994","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1995","1995","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1996","1996","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1997","1997","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1998","1998","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","1999","1999","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2000","2000","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2001","2001","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2002","2002","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2003","2003","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2004","2004","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2005","2005","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2006","2006","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2007","2007","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2008","2008","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2009","2009","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2010","2010","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2011","2011","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2012","2012","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2013","2013","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2014","2014","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2015","2015","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2016","2016","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2017","2017","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2018","2018","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01349.20","Other stone fruits","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1994","1994","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1995","1995","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1996","1996","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1997","1997","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1998","1998","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","1999","1999","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2000","2000","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2001","2001","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2002","2002","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2003","2003","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2004","2004","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2005","2005","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2006","2006","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2007","2007","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2008","2008","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2009","2009","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2010","2010","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2011","2011","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2012","2012","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2013","2013","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2014","2014","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2015","2015","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2016","2016","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2017","2017","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01349.20","Other stone fruits","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2018","2018","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01319","Other tropical fruits, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01319","Other tropical fruits, n.e.c.","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1961","1961","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1962","1962","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1963","1963","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1964","1964","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1965","1965","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1966","1966","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1967","1967","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1968","1968","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1969","1969","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1970","1970","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1971","1971","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1972","1972","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1973","1973","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1974","1974","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1975","1975","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1976","1976","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1977","1977","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1985","1985","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1986","1986","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1987","1987","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1988","1988","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1989","1989","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1990","1990","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1991","1991","ha","2037","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1992","1992","ha","1978","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1993","1993","ha","1876","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1994","1994","ha","1687","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1995","1995","ha","1753","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1996","1996","ha","1739","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1997","1997","ha","1745","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1998","1998","ha","1737","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1999","1999","ha","2195","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2000","2000","ha","2301","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2001","2001","ha","2783","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2002","2002","ha","2719","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2003","2003","ha","2649","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2004","2004","ha","3000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2005","2005","ha","2340","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2006","2006","ha","2200","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2007","2007","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2008","2008","ha","2029","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2009","2009","ha","1700","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2010","2010","ha","1971","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2011","2011","ha","1976","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2012","2012","ha","1900","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2013","2013","ha","2003","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2014","2014","ha","2025","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2015","2015","ha","1741","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2016","2016","ha","1597","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2017","2017","ha","1502","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2018","2018","ha","","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1990","1990","hg/ha","257000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1991","1991","hg/ha","245459","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1992","1992","hg/ha","242669","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1993","1993","hg/ha","239872","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1994","1994","hg/ha","237107","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1995","1995","hg/ha","234421","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1996","1996","hg/ha","231656","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1997","1997","hg/ha","228819","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1998","1998","hg/ha","225976","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","1999","1999","hg/ha","222961","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2000","2000","hg/ha","219935","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2001","2001","hg/ha","217122","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2002","2002","hg/ha","214281","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2003","2003","hg/ha","211442","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2004","2004","hg/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2005","2005","hg/ha","205662","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2006","2006","hg/ha","190909","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2007","2007","hg/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2008","2008","hg/ha","199192","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2009","2009","hg/ha","217647","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2010","2010","hg/ha","194023","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2011","2011","hg/ha","190005","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2012","2012","hg/ha","178947","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2013","2013","hg/ha","182436","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2014","2014","hg/ha","181694","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2015","2015","hg/ha","180494","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2016","2016","hg/ha","178691","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2017","2017","hg/ha","176538","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1961","1961","tonnes","67000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1962","1962","tonnes","69000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1963","1963","tonnes","69000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1964","1964","tonnes","75000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1965","1965","tonnes","79000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1966","1966","tonnes","70000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1967","1967","tonnes","65000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1968","1968","tonnes","69000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1969","1969","tonnes","80000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1970","1970","tonnes","103000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1971","1971","tonnes","89000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1972","1972","tonnes","81000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1973","1973","tonnes","82500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1974","1974","tonnes","96500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1975","1975","tonnes","133000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1976","1976","tonnes","155000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1977","1977","tonnes","159500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1978","1978","tonnes","155500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1979","1979","tonnes","152500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1980","1980","tonnes","143800","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1981","1981","tonnes","154100","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1982","1982","tonnes","154300","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1983","1983","tonnes","42654","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1984","1984","tonnes","54621","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1985","1985","tonnes","52168","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1986","1986","tonnes","58176","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1987","1987","tonnes","57000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1988","1988","tonnes","56700","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1989","1989","tonnes","49900","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01290.90","Other vegetables, fresh n.e.c.","1990","1990","tonnes","51400","T","Unofficial figure"
